City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Baykit,RU,61.67,96.37,22.82,91,90,6.24,overcast clouds
455,Malyn,UA,50.7723,29.2383,58.68,69,58,6.51,broken clouds
456,Sapele,NG,5.8941,5.6767,81.23,81,100,5.73,overcast clouds
457,Joppatowne,US,39.4579,-76.3552,50.43,76,100,13.35,overcast clouds
458,Biak,ID,-0.9131,122.8766,77.2,86,96,6.44,overcast clouds
459,Chifeng,CN,42.2683,118.9636,48.69,31,0,5.91,clear sky
460,Beipiao,CN,41.7919,120.7792,47.16,59,0,3.69,clear sky
461,Didao,CN,45.3667,130.8,41.04,54,85,4.03,overcast clouds
462,Alvorada,BR,-12.48,-49.1247,93.02,31,13,6.06,few clouds
463,Tshikapa,CD,-6.4167,20.8,76.51,75,98,2.17,overcast clouds
464,Lakes Entrance,AU,-37.8811,147.981,51.28,87,46,4.41,scattered clouds
465,Saint-Pierre,RE,-21.3393,55.4781,73.9,73,0,3.44,clear sky
466,Fairbanks,US,64.8378,-147.7164,42.22,73,100,1.99,overcast clouds
467,Bay Roberts,CA,47.5999,-53.2648,49.66,48,5,6.22,clear sky
468,Mbigou,GA,-1.9005,11.906,70.43,95,68,1.92,light rain
469,Bairiki,KI,1.3292,172.9752,80.64,79,9,18.57,clear sky
470,Moerai,PF,-22.4333,-151.3333,78.26,74,96,11.3,overcast clouds
471,Viedma,AR,-40.8135,-62.9967,74.68,34,10,21.0,clear sky
472,Hanyang,CN,32.1371,105.5126,61.56,79,100,8.19,light rain
473,Fort-Shevchenko,KZ,44.5086,50.263,59.76,91,52,19.33,broken clouds
474,Issaquah,US,47.5301,-122.0326,51.66,75,93,3.0,overcast clouds
475,Mattru,SL,7.6244,-11.8332,79.18,83,100,2.59,overcast clouds
476,Bima,ID,-8.4667,118.7167,76.82,95,79,3.69,broken clouds
477,Udachnyy,RU,66.4167,112.4,12.9,90,100,15.08,overcast clouds
478,Aksu,CN,41.1231,80.2644,76.62,23,0,6.24,clear sky
479,Isabela,PH,6.7085,121.9711,79.07,86,98,1.92,moderate rain
480,Cacequi,BR,-29.8836,-54.825,73.18,59,1,3.56,clear sky
481,Luau,AO,-10.7073,22.2247,71.69,60,35,0.67,scattered clouds
482,Lahij,YE,13.1667,44.5833,83.84,54,71,4.29,broken clouds
483,Ilhabela,BR,-23.7781,-45.3581,72.55,79,32,6.15,scattered clouds
484,Warrnambool,AU,-38.3833,142.4833,48.81,88,17,5.53,few clouds
485,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,82,90,1.25,overcast clouds
486,Stromness,GB,58.965,-3.296,51.87,84,94,10.0,overcast clouds
487,Mwense,ZM,-10.3845,28.698,72.73,59,87,5.19,overcast clouds
488,Makakilo City,US,21.3469,-158.0858,75.18,71,75,5.75,broken clouds
489,Maniitsoq,GL,65.4167,-52.9,33.19,76,5,15.23,clear sky
490,Lillers,FR,50.5635,2.4804,66.4,64,72,12.06,broken clouds
491,Port Macquarie,AU,-31.4333,152.9167,46.89,78,0,5.97,clear sky
492,Luwuk,ID,-0.9516,122.7875,77.99,89,94,4.94,overcast clouds
493,Kieta,PG,-6.2167,155.6333,78.49,88,69,3.44,light rain
494,Mazsalaca,LV,57.8633,25.0547,39.7,59,11,9.8,few clouds
495,Atambua,ID,-9.1061,124.8925,72.63,86,28,6.85,scattered clouds
496,Nyurba,RU,63.2842,118.3319,31.32,85,70,9.95,broken clouds
497,Kununurra,AU,-15.7667,128.7333,62.58,72,1,4.61,clear sky
498,Wewak,PG,-3.5534,143.6268,80.87,86,90,9.26,moderate rain
499,Kungurtug,RU,50.5994,97.5228,27.77,90,60,5.23,light snow
500,Pirapozinho,BR,-22.2753,-51.5,76.84,50,0,4.54,clear sky
501,Assiniboia,CA,49.6334,-105.9845,57.02,41,64,5.75,broken clouds
502,Newport,GB,51.5877,-2.9984,66.74,54,65,4.92,broken clouds
503,Ulladulla,AU,-35.35,150.4667,49.77,82,83,6.87,broken clouds
504,Guozhen,CN,34.3659,107.359,55.63,93,100,4.21,moderate rain
505,Kaya,BF,13.0917,-1.0844,104.18,14,39,2.33,scattered clouds
506,Manokwari,ID,-0.8667,134.0833,80.96,79,93,4.27,overcast clouds
507,Beloha,MG,-25.1667,45.05,71.78,82,73,1.97,broken clouds
508,Necochea,AR,-38.5473,-58.7368,74.3,49,12,18.72,few clouds
509,Okhotsk,RU,59.3833,143.3,32.27,88,7,3.4,clear sky
510,Kurmanayevka,RU,52.5093,52.0675,50.61,51,100,6.76,overcast clouds
511,Santa Cruz,BO,-17.8,-63.1667,85.84,36,26,13.51,scattered clouds
512,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,73,0,14.97,clear sky
513,Puerto Leguizamo,CO,-0.1934,-74.7819,77.29,82,99,1.39,overcast clouds
514,Springfield,US,37.2153,-93.2982,73.65,63,20,20.71,few clouds
515,Kavieng,PG,-2.5744,150.7967,83.26,72,97,17.81,overcast clouds
516,Broken Hill,AU,-31.95,141.4333,49.89,70,0,8.32,clear sky
517,Gat,IL,31.61,34.7642,69.4,37,0,8.01,clear sky
518,Gizo,SB,-8.103,156.8419,82.09,78,93,5.84,overcast clouds
519,Solnechnyy,RU,50.7214,136.6319,37.89,74,62,8.93,broken clouds
520,Severo-Yeniseyskiy,RU,60.3725,93.0408,18.19,95,89,6.91,overcast clouds
521,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,5.75,few clouds
522,Wangqing,CN,43.3218,129.7634,38.61,49,0,2.13,clear sky
523,Yulara,AU,-25.2406,130.9889,50.59,40,100,8.68,overcast clouds
524,Griffith,US,41.5284,-87.4237,66.0,51,0,11.5,clear sky
525,Cockburn Town,TC,21.4612,-71.1419,79.61,78,1,10.54,clear sky
526,Pringsewu,ID,-5.3582,104.9744,76.39,87,98,4.63,overcast clouds
527,San Luis,AR,-33.295,-66.3356,73.54,37,97,5.64,overcast clouds
528,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.75,24,17,9.69,few clouds
529,Cozumel,MX,20.5083,-86.9458,88.95,76,15,10.0,few clouds
530,Berezovyy,RU,51.6667,135.7,31.26,93,77,4.72,broken clouds
531,Kloulklubed,PW,7.0419,134.2556,81.36,84,100,17.27,moderate rain
532,Goderich,CA,43.7501,-81.7165,52.92,53,1,10.27,clear sky
533,Inhambane,MZ,-23.865,35.3833,72.57,83,9,7.94,clear sky
534,Ahuimanu,US,21.4447,-157.8378,76.35,77,71,5.99,broken clouds
535,Kiama,AU,-34.6833,150.8667,58.37,86,63,9.19,light rain
536,Sioux Falls,US,43.55,-96.7003,61.09,81,100,9.22,overcast clouds
537,Dandeli,IN,15.2667,74.6167,75.69,89,88,4.54,overcast clouds
538,Mount Isa,AU,-20.7333,139.5,65.97,63,20,8.05,few clouds
539,Lanzhou,CN,36.0564,103.7922,51.19,72,69,2.21,broken clouds
540,Korla,CN,41.7597,86.1469,68.79,42,0,13.91,clear sky
541,Havoysund,NO,70.9963,24.6622,32.23,66,100,17.94,overcast clouds
542,Frohnleiten,AT,47.2667,15.3167,62.26,87,100,1.77,overcast clouds
543,Turukhansk,RU,65.8167,87.9833,6.57,98,61,3.44,broken clouds
544,Choma,ZM,-16.8065,26.9531,64.44,65,33,4.36,scattered clouds
545,Rovaniemi,FI,66.5,25.7167,42.21,42,0,8.05,clear sky
546,Ismailia,EG,30.6043,32.2723,70.38,37,1,15.95,clear sky
547,Hasaki,JP,35.7333,140.8333,61.2,53,100,14.09,overcast clouds
548,Shache,CN,38.4167,77.2406,74.3,20,1,7.52,clear sky
549,Mareeba,AU,-17.0,145.4333,70.52,93,75,5.17,broken clouds
550,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,27,20,25.32,few clouds
551,Qandala,SO,11.472,49.8728,85.33,65,2,3.22,clear sky
552,Lodja,CD,-3.4833,23.4333,74.26,83,75,0.56,broken clouds
553,Aransas Pass,US,27.9095,-97.15,92.21,77,0,20.71,clear sky
554,Urdoma,RU,61.7533,48.5442,53.73,64,72,12.33,broken clouds
555,Harper,LR,4.375,-7.7169,76.6,91,100,3.89,moderate rain
556,Bardiyah,LY,31.7561,25.0865,66.56,78,0,23.91,clear sky
557,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,69.04,64,0,7.81,clear sky
558,Erzin,TR,36.9559,36.2,60.15,72,32,3.62,scattered clouds
559,Fort Nelson,CA,58.8053,-122.7002,34.21,95,100,13.58,snow
560,Naliya,IN,23.2667,68.8333,81.36,77,0,10.63,clear sky
561,Krasnyy Chikoy,RU,50.3643,108.7512,39.63,97,97,5.44,moderate rain
562,Mikhaylovka,RU,50.06,43.2379,50.63,52,7,5.73,clear sky
563,Hami,CN,42.8,93.45,68.34,34,22,4.92,few clouds
564,Iberia,US,29.9502,-91.7507,91.06,58,0,6.91,clear sky
565,Pidvynohradiv,UA,48.1395,22.9719,66.11,69,70,1.01,broken clouds
566,Oktyabrskoye,RU,43.0645,44.7417,44.74,100,100,8.95,light intensity drizzle
567,Derzhavinsk,KZ,51.1,66.3167,51.82,32,16,13.13,few clouds
568,Zhengjiatun,CN,43.5064,123.5064,50.92,28,0,7.54,clear sky
569,Dillon,US,34.4166,-79.3712,60.78,59,94,15.46,overcast clouds
570,Eyrarbakki,IS,63.863,-21.1481,54.21,79,99,18.9,light rain
571,Nuevo Laredo,MX,27.4763,-99.5164,100.53,30,3,15.88,clear sky
572,Benin,BJ,9.5,2.25,79.3,75,42,7.56,light rain
573,Paamiut,GL,61.994,-49.6678,33.37,86,100,16.82,overcast clouds
574,Araouane,ML,18.9048,-3.5265,96.62,6,0,11.01,clear sky
575,Port Moresby,PG,-9.4431,147.1797,77.47,86,99,4.34,overcast clouds
576,Namibe,AO,-15.1961,12.1522,73.42,67,0,10.69,clear sky
577,Carutapera,BR,-1.195,-46.02,77.58,94,95,8.03,overcast clouds
578,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,40,4.61,scattered clouds
579,Nizwa,OM,22.9333,57.5333,89.38,21,22,0.98,few clouds
580,Tete,MZ,-16.1564,33.5867,78.89,53,0,6.91,clear sky
581,Oranjestad,AW,12.524,-70.027,79.84,88,100,21.32,overcast clouds
582,Valparaiso,CL,-33.0393,-71.6273,61.03,78,100,6.91,overcast clouds
583,Ariquemes,BR,-9.9133,-63.0408,85.28,68,24,3.56,few clouds
584,Mwaya,TZ,-9.55,33.95,72.09,82,69,2.3,broken clouds
585,Callaway,US,30.153,-85.5699,82.94,55,5,5.01,clear sky
586,Winnemucca,US,40.973,-117.7357,44.65,65,75,9.22,broken clouds
587,Belen,TR,36.4891,36.2233,57.34,72,20,14.97,few clouds
588,Mayo,US,38.8876,-76.5119,53.71,58,100,12.66,overcast clouds
589,Georgiyevka,KZ,43.0369,74.7114,68.04,42,0,11.18,clear sky
590,Kutum,SD,14.2,24.6667,84.36,7,1,6.24,clear sky
591,Banda Aceh,ID,5.5577,95.3222,81.12,79,100,7.58,overcast clouds
592,Monte Alegre,BR,-2.0078,-54.0692,75.6,93,99,1.54,overcast clouds
593,Karratha,AU,-20.7377,116.8463,76.98,53,78,7.09,broken clouds
594,Miranda,CO,3.2499,-76.2281,82.53,65,74,2.71,light rain
595,Kushima,JP,31.4583,131.2333,66.51,85,98,1.72,overcast clouds
596,Liverpool,GB,53.4106,-2.9779,65.37,67,20,10.36,few clouds
597,Martapura,ID,-3.4167,114.85,75.29,100,75,3.44,broken clouds
598,Wagar,SD,16.1525,36.2032,96.15,16,12,16.24,few clouds
599,Beya,RU,53.0533,90.9139,35.08,39,92,4.65,overcast clouds
600,Dabakala,CI,8.3667,-4.4333,88.25,55,92,8.81,overcast clouds
601,Diffa,NE,13.3154,12.6113,98.42,13,88,11.54,overcast clouds
602,Poopo,BO,-18.3667,-66.9667,59.77,24,7,25.01,clear sky
603,Shaoyang,CN,27.2315,111.4525,68.29,92,81,3.76,broken clouds
604,Baglan,AF,36.1307,68.7083,81.07,22,0,3.29,clear sky
605,Gornyy,RU,55.1153,83.9059,35.26,80,28,4.63,scattered clouds
606,Lata,PT,40.1629,-8.3327,73.58,43,54,6.49,broken clouds
607,Uvira,CD,-3.4067,29.1458,74.01,84,48,3.96,light rain
608,Oyama,JP,36.3,139.8,58.37,58,100,5.26,light rain
609,Gdansk,PL,54.3521,18.6464,49.91,80,20,10.36,few clouds
610,Beringovskiy,RU,63.05,179.3167,29.59,88,81,10.27,broken clouds
611,San Quintin,MX,30.4833,-115.95,63.37,64,56,18.3,broken clouds
612,Itoman,JP,26.1247,127.6694,77.02,96,100,10.36,overcast clouds
613,Camabatela,AO,-8.1881,15.375,67.37,79,55,4.27,broken clouds
614,San Vicente De Canete,PE,-13.0751,-76.3835,71.49,74,63,8.14,broken clouds
615,Lincoln,US,40.8,-96.667,63.86,87,100,5.99,overcast clouds
616,Yala,TH,6.3333,101.25,76.5,97,88,1.99,heavy intensity rain
617,Rocha,UY,-34.4833,-54.3333,70.68,51,6,10.22,clear sky
618,Greytown,ZA,-29.0642,30.5928,52.81,98,100,2.26,light rain
619,Plettenberg Bay,ZA,-34.0527,23.3716,57.29,71,85,5.1,overcast clouds
620,Klamath Falls,US,42.2249,-121.7817,33.87,86,73,1.99,broken clouds
621,Belaya Gora,RU,68.5333,146.4167,13.1,95,72,5.19,broken clouds
622,Namie,JP,37.4833,141.0,52.72,56,100,3.74,overcast clouds
623,Halle,DE,51.5,12.0,62.8,48,0,8.05,clear sky
624,Port Keats,AU,-14.25,129.55,73.11,39,10,10.56,clear sky
625,Rincon,US,32.296,-81.2354,70.86,63,75,3.44,broken clouds
626,Kendari,ID,-3.945,122.4989,75.79,94,100,3.71,overcast clouds
627,Presidente Epitacio,BR,-21.7633,-52.1156,84.78,31,0,2.98,clear sky
628,Severnyy-Kospashskiy,RU,59.0925,57.8008,41.61,34,19,5.35,few clouds
629,Tamandare,BR,-8.7597,-35.1047,79.7,79,39,10.47,scattered clouds
630,Casablanca,MA,33.5928,-7.6192,80.82,68,8,8.99,clear sky
631,Gurjaani,GE,41.7429,45.8011,49.78,89,98,2.35,overcast clouds
632,Lander,US,42.833,-108.7307,54.1,46,100,8.05,overcast clouds
633,Batsfjord,NO,70.6345,29.7185,29.98,74,20,9.22,few clouds
634,Warri,NG,5.5167,5.75,79.72,87,100,6.2,overcast clouds
635,Chapais,CA,49.7834,-74.8492,55.33,42,23,5.14,few clouds
636,Weatherford,US,32.7593,-97.7972,94.66,53,4,5.01,clear sky
637,Limoges,FR,45.75,1.3333,70.36,40,0,10.36,clear sky
638,Valdemarpils,LV,57.3707,22.5919,40.44,57,3,9.19,clear sky
639,Stolin,BY,51.8912,26.846,54.41,91,94,6.31,light rain
640,Kosh-Agach,RU,50.0,88.6667,30.4,66,34,4.07,scattered clouds
641,Nakamura,JP,32.9833,132.9333,63.63,92,100,2.66,overcast clouds
642,Olafsvik,IS,64.8945,-23.7142,45.72,90,100,15.17,light rain
643,Albacete,ES,38.8333,-2.0,74.21,23,20,6.91,few clouds
644,Awbari,LY,26.5921,12.7805,78.44,14,0,9.51,clear sky
645,Huarmey,PE,-10.0681,-78.1522,71.44,75,38,12.84,scattered clouds
646,Vavuniya,LK,8.7514,80.4971,80.31,89,100,7.56,overcast clouds
647,Marawi,PH,7.9986,124.2928,70.61,96,100,0.43,light rain
648,Hambantota,LK,6.1241,81.1185,82.44,83,100,18.7,overcast clouds
649,Kaitong,CN,44.8135,123.15,53.85,20,0,8.46,clear sky
650,Ligayan,PH,4.6533,119.4706,83.53,75,100,6.4,overcast clouds
651,Wittingen,DE,52.7269,10.7361,64.4,55,4,6.89,clear sky
652,Auki,SB,-8.7676,160.7034,78.01,89,76,4.5,broken clouds
653,Sao Bento Do Sul,BR,-26.2503,-49.3786,62.24,87,3,4.94,clear sky
654,Ghanzi,BW,-21.5667,21.7833,64.09,27,0,8.77,clear sky
655,Barguzin,RU,53.6167,109.6167,39.13,88,100,7.38,overcast clouds
656,Estelle,US,29.8458,-90.1067,88.0,60,75,8.05,broken clouds
657,Tateyama,JP,34.9833,139.8667,61.11,75,97,11.14,overcast clouds
658,Iwanai,JP,42.9744,140.5089,43.7,80,10,8.39,clear sky
659,Kindersley,CA,51.4668,-109.1682,46.09,54,93,2.93,overcast clouds
660,Basavakalyan,IN,17.8667,76.95,90.59,26,93,4.63,overcast clouds
661,Muroto,JP,33.2833,134.15,64.94,69,100,1.34,overcast clouds
662,Khuzdar,PK,27.7384,66.6434,84.87,24,64,9.91,broken clouds
663,Millau,FR,44.0833,2.9167,69.93,76,92,2.51,overcast clouds
664,Lazaro Cardenas,MX,17.9583,-102.2,84.07,54,23,10.18,few clouds
665,Marolambo,MG,-20.05,48.1167,67.66,99,51,0.74,moderate rain
666,Robertsganj,IN,24.7,83.0667,87.08,25,0,8.66,clear sky
667,Zarnesti,RO,45.3,26.8667,55.94,42,47,3.85,scattered clouds
668,Tupik,RU,54.4253,119.9327,56.52,31,92,10.74,overcast clouds
669,Kerman,IR,30.2832,57.0788,74.66,21,60,13.62,broken clouds
670,Vila Velha,BR,-20.3297,-40.2925,80.55,61,75,18.41,broken clouds
671,Tocoa,HN,15.6833,-86.0,101.97,33,88,4.41,overcast clouds
672,Porbandar,IN,21.6422,69.6093,82.56,75,0,14.27,clear sky
673,Santa Rosa,PH,14.3122,121.1114,84.18,74,26,8.3,scattered clouds
674,Rong Kwang,TH,18.339,100.3174,76.12,90,76,1.63,light rain
675,Nizhniy Kuranakh,RU,58.8353,125.4869,35.04,99,100,4.79,snow
676,Khani,GE,41.9563,42.9566,44.17,99,100,1.41,overcast clouds
677,Saint-Francois,FR,46.4154,3.9054,72.84,35,0,10.36,clear sky
678,Payo,ID,-3.7508,103.6372,74.91,84,98,2.04,overcast clouds
679,Ponta Delgada,PT,37.7333,-25.6667,68.72,68,40,11.5,scattered clouds
680,Sandominic,RO,46.584,25.7803,48.97,94,100,3.36,overcast clouds
681,Sulangan,PH,11.1373,123.7228,82.58,75,66,15.97,broken clouds
